id_integracion,visita,pc,a0,rnd_archivos,t,A
10,2,5,1000,0.2467,2.4,202.0109
10,2,5,1000,0.2467,2.5,191.1301
10,2,5,1000,0.2467,2.6,180.677
10,2,5,1000,0.2467,2.7,170.6126
10,2,5,1000,0.2467,2.8,160.9017
10,2,5,1000,0.2467,2.9,151.5128
10,2,5,1000,0.2467,3.0,142.4172
10,2,5,1000,0.2467,3.1,133.5889
10,2,5,1000,0.2467,3.2,125.0043
10,2,5,1000,0.2467,3.3,116.6417
10,2,5,1000,0.2467,3.4,108.4812
10,2,5,1000,0.2467,3.5,100.5043
10,2,5,1000,0.2467,3.6,92.6942
10,2,5,1000,0.2467,3.7,85.035
10,2,5,1000,0.2467,3.8,77.5119
10,2,5,1000,0.2467,3.9,70.1111
10,2,5,1000,0.2467,4.0,62.8195
10,2,5,1000,0.2467,4.1,55.6249
10,2,5,1000,0.2467,4.2,48.5155
10,2,5,1000,0.2467,4.3,41.4801
10,2,5,1000,0.2467,4.4,34.5081
10,2,5,1000,0.2467,4.5,27.589
10,2,5,1000,0.2467,4.6,20.7129
10,2,5,1000,0.2467,4.7,13.87
10,2,5,1000,0.2467,4.8,7.0507
10,2,5,1000,0.2467,4.9,0.2458
10,2,5,1000,0.2467,5.0,-6.5542
11,3,1,1000,0.1034,0,1000
11,3,1,1000,0.1034,0.1,893.2
11,3,1,1000,0.1034,0.2,806.6194
11,3,1,1000,0.1034,0.3,734.7559
11,3,1,1000,0.1034,0.4,673.9693
11,3,1,1000,0.1034,0.5,621.7458
11,3,1,1000,0.1034,0.6,576.289
11,3,1,1000,0.1034,0.7,536.2781
11,3,1,1000,0.1034,0.8,500.7187
11,3,1,1000,0.1034,0.9,468.8468
11,3,1,1000,0.1034,1.0,440.065
11,3,1,1000,0.1034,1.1,413.8993
11,3,1,1000,0.1034,1.2,389.9681
11,3,1,1000,0.1034,1.3,367.9606
11,3,1,1000,0.1034,1.4,347.6211
11,3,1,1000,0.1034,1.5,328.737
11,3,1,1000,0.1034,1.6,311.1302
11,3,1,1000,0.1034,1.7,294.65
11,3,1,1000,0.1034,1.8,279.1681
11,3,1,1000,0.1034,1.9,264.5747
11,3,1,1000,0.1034,2.0,250.7747
11,3,1,1000,0.1034,2.1,237.6859
11,3,1,1000,0.1034,2.2,225.2364
11,3,1,1000,0.1034,2.3,213.3633
11,3,1,1000,0.1034,2.4,202.0109
11,3,1,1000,0.1034,2.5,191.1301
11,3,1,1000,0.1034,2.6,180.677
11,3,1,1000,0.1034,2.7,170.6126
11,3,1,1000,0.1034,2.8,160.9017
11,3,1,1000,0.1034,2.9,151.5128
11,3,1,1000,0.1034,3.0,142.4172
11,3,1,1000,0.1034,3.1,133.5889
11,3,1,1000,0.1034,3.2,125.0043
11,3,1,1000,0.1034,3.3,116.6417
11,3,1,1000,0.1034,3.4,108.4812
11,3,1,1000,0.1034,3.5,100.5043
11,3,1,1000,0.1034,3.6,92.6942
11,3,1,1000,0.1034,3.7,85.035
11,3,1,1000,0.1034,3.8,77.5119
11,3,1,1000,0.1034,3.9,70.1111
11,3,1,1000,0.1034,4.0,62.8195
11,3,1,1000,0.1034,4.1,55.6249
11,3,1,1000,0.1034,4.2,48.5155
11,3,1,1000,0.1034,4.3,41.4801
11,3,1,1000,0.1034,4.4,34.5081
11,3,1,1000,0.1034,4.5,27.589
11,3,1,1000,0.1034,4.6,20.7129
11,3,1,1000,0.1034,4.7,13.87
11,3,1,1000,0.1034,4.8,7.0507
11,3,1,1000,0.1034,4.9,0.2458
11,3,1,1000,0.1034,5.0,-6.5542
12,3,2,1000,0.1926,0,1000
12,3,2,1000,0.1926,0.1,893.2
12,3,2,1000,0.1926,0.2,806.6194
12,3,2,1000,0.1926,0.3,734.7559
12,3,2,1000,0.1926,0.4,673.9693
12,3,2,1000,0.1926,0.5,621.7458
12,3,2,1000,0.1926,0.6,576.289
12,3,2,1000,0.1926,0.7,536.2781
12,3,2,1000,0.1926,0.8,500.7187
12,3,2,1000,0.1926,0.9,468.8468
12,3,2,1000,0.1926,1.0,440.065
12,3,2,1000,0.1926,1.1,413.8993
12,3,2,1000,0.1926,1.2,389.9681
12,3,2,1000,0.1926,1.3,367.9606
12,3,2,1000,0.1926,1.4,347.6211
12,3,2,1000,0.1926,1.5,328.737
12,3,2,1000,0.1926,1.6,311.1302
12,3,2,1000,0.1926,1.7,294.65
12,3,2,1000,0.1926,1.8,279.1681
12,3,2,1000,0.1926,1.9,264.5747
12,3,2,1000,0.1926,2.0,250.7747
12,3,2,1000,0.1926,2.1,237.6859
12,3,2,1000,0.1926,2.2,225.2364
12,3,2,1000,0.1926,2.3,213.3633
12,3,2,1000,0.1926,2.4,202.0109
12,3,2,1000,0.1926,2.5,191.1301
12,3,2,1000,0.1926,2.6,180.677
12,3,2,1000,0.1926,2.7,170.6126
12,3,2,1000,0.1926,2.8,160.9017
12,3,2,1000,0.1926,2.9,151.5128
12,3,2,1000,0.1926,3.0,142.4172
12,3,2,1000,0.1926,3.1,133.5889
12,3,2,1000,0.1926,3.2,125.0043
12,3,2,1000,0.1926,3.3,116.6417
12,3,2,1000,0.1926,3.4,108.4812
12,3,2,1000,0.1926,3.5,100.5043
12,3,2,1000,0.1926,3.6,92.6942
12,3,2,1000,0.1926,3.7,85.035
12,3,2,1000,0.1926,3.8,77.5119
12,3,2,1000,0.1926,3.9,70.1111
12,3,2,1000,0.1926,4.0,62.8195
12,3,2,1000,0.1926,4.1,55.6249
12,3,2,1000,0.1926,4.2,48.5155
12,3,2,1000,0.1926,4.3,41.4801
12,3,2,1000,0.1926,4.4,34.5081
12,3,2,1000,0.1926,4.5,27.589
12,3,2,1000,0.1926,4.6,20.7129
12,3,2,1000,0.1926,4.7,13.87
12,3,2,1000,0.1926,4.8,7.0507
12,3,2,1000,0.1926,4.9,0.2458
12,3,2,1000,0.1926,5.0,-6.5542
13,3,3,1500,0.4547,0,1500
13,3,3,1500,0.4547,0.1,1343.2
13,3,3,1500,0.4547,0.2,1216.1209
13,3,3,1500,0.4547,0.3,1110.7242
13,3,3,1500,0.4547,0.4,1021.677
13,3,3,1500,0.4547,0.5,945.2888
13,3,3,1500,0.4547,0.6,878.9174
13,3,3,1500,0.4547,0.7,820.6177
13,3,3,1500,0.4547,0.8,768.9234
13,3,3,1500,0.4547,0.9,722.7072
13,3,3,1500,0.4547,1.0,681.0868
13,3,3,1500,0.4547,1.1,643.3615
13,3,3,1500,0.4547,1.2,608.9673
13,3,3,1500,0.4547,1.3,577.4445
13,3,3,1500,0.4547,1.4,548.4151
13,3,3,1500,0.4547,1.5,521.5644
13,3,3,1500,0.4547,1.6,496.6292
13,3,3,1500,0.4547,1.7,473.3865
13,3,3,1500,0.4547,1.8,451.6468
13,3,3,1500,0.4547,1.9,431.2478
13,3,3,1500,0.4547,2.0,412.0495
13,3,3,1500,0.4547,2.1,393.9305
13,3,3,1500,0.4547,2.2,376.7851
13,3,3,1500,0.4547,2.3,360.5206
13,3,3,1500,0.4547,2.4,345.0556
13,3,3,1500,0.4547,2.5,330.3181
13,3,3,1500,0.4547,2.6,316.2441
13,3,3,1500,0.4547,2.7,302.7767
13,3,3,1500,0.4547,2.8,289.8651
13,3,3,1500,0.4547,2.9,277.4637
13,3,3,1500,0.4547,3.0,265.5313
13,3,3,1500,0.4547,3.1,254.0308
13,3,3,1500,0.4547,3.2,242.9287
13,3,3,1500,0.4547,3.3,232.1944
13,3,3,1500,0.4547,3.4,221.8001
13,3,3,1500,0.4547,3.5,211.7204
13,3,3,1500,0.4547,3.6,201.9321
13,3,3,1500,0.4547,3.7,192.4136
13,3,3,1500,0.4547,3.8,183.1454
13,3,3,1500,0.4547,3.9,174.1093
13,3,3,1500,0.4547,4.0,165.2883
13,3,3,1500,0.4547,4.1,156.667
13,3,3,1500,0.4547,4.2,148.2307
13,3,3,1500,0.4547,4.3,139.9659
13,3,3,1500,0.4547,4.4,131.8598
13,3,3,1500,0.4547,4.5,123.9007
13,3,3,1500,0.4547,4.6,116.0773
13,3,3,1500,0.4547,4.7,108.379
13,3,3,1500,0.4547,4.8,100.796
13,3,3,1500,0.4547,4.9,93.3186
13,3,3,1500,0.4547,5.0,85.9381
13,3,3,1500,0.4547,5.1,78.6457
13,3,3,1500,0.4547,5.2,71.4334
13,3,3,1500,0.4547,5.3,64.2932
13,3,3,1500,0.4547,5.4,57.2176
13,3,3,1500,0.4547,5.5,50.1994
13,3,3,1500,0.4547,5.6,43.2314
13,3,3,1500,0.4547,5.7,36.3068
13,3,3,1500,0.4547,5.8,29.4189
13,3,3,1500,0.4547,5.9,22.5612
13,3,3,1500,0.4547,6.0,15.7273
13,3,3,1500,0.4547,6.1,8.9108
13,3,3,1500,0.4547,6.2,2.1055
13,3,3,1500,0.4547,6.3,-4.6948
14,3,4,1500,0.5697,0,1500
14,3,4,1500,0.5697,0.1,1343.2
14,3,4,1500,0.5697,0.2,1216.1209
14,3,4,1500,0.5697,0.3,1110.7242
14,3,4,1500,0.5697,0.4,1021.677
14,3,4,1500,0.5697,0.5,945.2888
14,3,4,1500,0.5697,0.6,878.9174
14,3,4,1500,0.5697,0.7,820.6177
14,3,4,1500,0.5697,0.8,768.9234
14,3,4,1500,0.5697,0.9,722.7072
14,3,4,1500,0.5697,1.0,681.0868
14,3,4,1500,0.5697,1.1,643.3615
14,3,4,1500,0.5697,1.2,608.9673
14,3,4,1500,0.5697,1.3,577.4445
14,3,4,1500,0.5697,1.4,548.4151
14,3,4,1500,0.5697,1.5,521.5644
14,3,4,1500,0.5697,1.6,496.6292
14,3,4,1500,0.5697,1.7,473.3865
14,3,4,1500,0.5697,1.8,451.6468
14,3,4,1500,0.5697,1.9,431.2478
14,3,4,1500,0.5697,2.0,412.0495
14,3,4,1500,0.5697,2.1,393.9305
14,3,4,1500,0.5697,2.2,376.7851
14,3,4,1500,0.5697,2.3,360.5206
14,3,4,1500,0.5697,2.4,345.0556
14,3,4,1500,0.5697,2.5,330.3181
14,3,4,1500,0.5697,2.6,316.2441
14,3,4,1500,0.5697,2.7,302.7767
14,3,4,1500,0.5697,2.8,289.8651
14,3,4,1500,0.5697,2.9,277.4637
14,3,4,1500,0.5697,3.0,265.5313
14,3,4,1500,0.5697,3.1,254.0308
14,3,4,1500,0.5697,3.2,242.9287
14,3,4,1500,0.5697,3.3,232.1944
14,3,4,1500,0.5697,3.4,221.8001
14,3,4,1500,0.5697,3.5,211.7204
14,3,4,1500,0.5697,3.6,201.9321
14,3,4,1500,0.5697,3.7,192.4136
14,3,4,1500,0.5697,3.8,183.1454
14,3,4,1500,0.5697,3.9,174.1093
14,3,4,1500,0.5697,4.0,165.2883
14,3,4,1500,0.5697,4.1,156.667
14,3,4,1500,0.5697,4.2,148.2307
14,3,4,1500,0.5697,4.3,139.9659
14,3,4,1500,0.5697,4.4,131.8598
14,3,4,1500,0.5697,4.5,123.9007
14,3,4,1500,0.5697,4.6,116.0773
14,3,4,1500,0.5697,4.7,108.379
14,3,4,1500,0.5697,4.8,100.796
14,3,4,1500,0.5697,4.9,93.3186
14,3,4,1500,0.5697,5.0,85.9381
14,3,4,1500,0.5697,5.1,78.6457
14,3,4,1500,0.5697,5.2,71.4334
14,3,4,1500,0.5697,5.3,64.2932
14,3,4,1500,0.5697,5.4,57.2176
14,3,4,1500,0.5697,5.5,50.1994
14,3,4,1500,0.5697,5.6,43.2314
14,3,4,1500,0.5697,5.7,36.3068
14,3,4,1500,0.5697,5.8,29.4189
14,3,4,1500,0.5697,5.9,22.5612
14,3,4,1500,0.5697,6.0,15.7273
14,3,4,1500,0.5697,6.1,8.9108
14,3,4,1500,0.5697,6.2,2.1055
14,3,4,1500,0.5697,6.3,-4.6948
15,3,5,2000,0.8124,0,2000
15,3,5,2000,0.8124,0.1,1793.2
15,3,5,2000,0.8124,0.2,1625.6217
15,3,5,2000,0.8124,0.3,1486.6894
15,3,5,2000,0.8124,0.4,1369.3771
15,3,5,2000,0.8124,0.5,1268.8174
15,3,5,2000,0.8124,0.6,1181.5226
15,3,5,2000,0.8124,0.7,1104.9228
15,3,5,2000,0.8124,0.8,1037.0801
15,3,5,2000,0.8124,0.9,976.5033
15,3,5,2000,0.8124,1.0,922.0254
15,3,5,2000,0.8124,1.1,872.7188
15,3,5,2000,0.8124,1.2,827.8369
15,3,5,2000,0.8124,1.3,786.7712
15,3,5,2000,0.8124,1.4,749.0208
15,3,5,2000,0.8124,1.5,714.1692
15,3,5,2000,0.8124,1.6,681.8673
15,3,5,2000,0.8124,1.7,651.8201
15,3,5,2000,0.8124,1.8,623.7767
15,3,5,2000,0.8124,1.9,597.5218
15,3,5,2000,0.8124,2.0,572.8702
15,3,5,2000,0.8124,2.1,549.6612
15,3,5,2000,0.8124,2.2,527.7548
15,3,5,2000,0.8124,2.3,507.0285
15,3,5,2000,0.8124,2.4,487.3746
15,3,5,2000,0.8124,2.5,468.6979
15,3,5,2000,0.8124,2.6,450.9141
15,3,5,2000,0.8124,2.7,433.9479
15,3,5,2000,0.8124,2.8,417.7323
15,3,5,2000,0.8124,2.9,402.2073
15,3,5,2000,0.8124,3.0,387.3188
15,3,5,2000,0.8124,3.1,373.018
15,3,5,2000,0.8124,3.2,359.2609
15,3,5,2000,0.8124,3.3,346.0075
15,3,5,2000,0.8124,3.4,333.2214
15,3,5,2000,0.8124,3.5,320.8696
15,3,5,2000,0.8124,3.6,308.9217
15,3,5,2000,0.8124,3.7,297.3501
15,3,5,2000,0.8124,3.8,286.1292
15,3,5,2000,0.8124,3.9,275.2357
15,3,5,2000,0.8124,4.0,264.648
15,3,5,2000,0.8124,4.1,254.3461
15,3,5,2000,0.8124,4.2,244.3115
15,3,5,2000,0.8124,4.3,234.5271
15,3,5,2000,0.8124,4.4,224.9769
15,3,5,2000,0.8124,4.5,215.6462
15,3,5,2000,0.8124,4.6,206.521
15,3,5,2000,0.8124,4.7,197.5885
15,3,5,2000,0.8124,4.8,188.8364
15,3,5,2000,0.8124,4.9,180.2535
15,3,5,2000,0.8124,5.0,171.8289
15,3,5,2000,0.8124,5.1,163.5526
15,3,5,2000,0.8124,5.2,155.4152
15,3,5,2000,0.8124,5.3,147.4075
15,3,5,2000,0.8124,5.4,139.521
15,3,5,2000,0.8124,5.5,131.7477
15,3,5,2000,0.8124,5.6,124.0798
15,3,5,2000,0.8124,5.7,116.5101
15,3,5,2000,0.8124,5.8,109.0313
15,3,5,2000,0.8124,5.9,101.6369
15,3,5,2000,0.8124,6.0,94.3204
15,3,5,2000,0.8124,6.1,87.0756
15,3,5,2000,0.8124,6.2,79.8965
15,3,5,2000,0.8124,6.3,72.7773
15,3,5,2000,0.8124,6.4,65.7125
15,3,5,2000,0.8124,6.5,58.6966
15,3,5,2000,0.8124,6.6,51.7243
15,3,5,2000,0.8124,6.7,44.7906
15,3,5,2000,0.8124,6.8,37.8903
15,3,5,2000,0.8124,6.9,31.0185
15,3,5,2000,0.8124,7.0,24.1704
15,3,5,2000,0.8124,7.1,17.3411
15,3,5,2000,0.8124,7.2,10.5261
15,3,5,2000,0.8124,7.3,3.7206
15,3,5,2000,0.8124,7.4,-3.0801
16,4,1,1500,0.6549,0,1500
16,4,1,1500,0.6549,0.1,1343.2
16,4,1,1500,0.6549,0.2,1216.1209
16,4,1,1500,0.6549,0.3,1110.7242
16,4,1,1500,0.6549,0.4,1021.677
16,4,1,1500,0.6549,0.5,945.2888
16,4,1,1500,0.6549,0.6,878.9174
16,4,1,1500,0.6549,0.7,820.6177
16,4,1,1500,0.6549,0.8,768.9234
16,4,1,1500,0.6549,0.9,722.7072
16,4,1,1500,0.6549,1.0,681.0868
16,4,1,1500,0.6549,1.1,643.3615
16,4,1,1500,0.6549,1.2,608.9673
16,4,1,1500,0.6549,1.3,577.4445
16,4,1,1500,0.6549,1.4,548.4151
16,4,1,1500,0.6549,1.5,521.5644
16,4,1,1500,0.6549,1.6,496.6292
16,4,1,1500,0.6549,1.7,473.3865
16,4,1,1500,0.6549,1.8,451.6468
16,4,1,1500,0.6549,1.9,431.2478
16,4,1,1500,0.6549,2.0,412.0495
16,4,1,1500,0.6549,2.1,393.9305
16,4,1,1500,0.6549,2.2,376.7851
16,4,1,1500,0.6549,2.3,360.5206
16,4,1,1500,0.6549,2.4,345.0556
16,4,1,1500,0.6549,2.5,330.3181
16,4,1,1500,0.6549,2.6,316.2441
16,4,1,1500,0.6549,2.7,302.7767
16,4,1,1500,0.6549,2.8,289.8651
16,4,1,1500,0.6549,2.9,277.4637
16,4,1,1500,0.6549,3.0,265.5313
16,4,1,1500,0.6549,3.1,254.0308
16,4,1,1500,0.6549,3.2,242.9287
16,4,1,1500,0.6549,3.3,232.1944
16,4,1,1500,0.6549,3.4,221.8001
16,4,1,1500,0.6549,3.5,211.7204
16,4,1,1500,0.6549,3.6,201.9321
16,4,1,1500,0.6549,3.7,192.4136
16,4,1,1500,0.6549,3.8,183.1454
16,4,1,1500,0.6549,3.9,174.1093
16,4,1,1500,0.6549,4.0,165.2883
16,4,1,1500,0.6549,4.1,156.667
16,4,1,1500,0.6549,4.2,148.2307
16,4,1,1500,0.6549,4.3,139.9659
16,4,1,1500,0.6549,4.4,131.8598
16,4,1,1500,0.6549,4.5,123.9007
16,4,1,1500,0.6549,4.6,116.0773
16,4,1,1500,0.6549,4.7,108.379
16,4,1,1500,0.6549,4.8,100.796
16,4,1,1500,0.6549,4.9,93.3186
16,4,1,1500,0.6549,5.0,85.9381
16,4,1,1500,0.6549,5.1,78.6457
16,4,1,1500,0.6549,5.2,71.4334
16,4,1,1500,0.6549,5.3,64.2932
16,4,1,1500,0.6549,5.4,57.2176
16,4,1,1500,0.6549,5.5,50.1994
16,4,1,1500,0.6549,5.6,43.2314
16,4,1,1500,0.6549,5.7,36.3068
16,4,1,1500,0.6549,5.8,29.4189
16,4,1,1500,0.6549,5.9,22.5612
16,4,1,1500,0.6549,6.0,15.7273
16,4,1,1500,0.6549,6.1,8.9108
16,4,1,1500,0.6549,6.2,2.1055
16,4,1,1500,0.6549,6.3,-4.6948
17,4,2,1000,0.1038,0,1000
17,4,2,1000,0.1038,0.1,893.2
17,4,2,1000,0.1038,0.2,806.6194
17,4,2,1000,0.1038,0.3,734.7559
17,4,2,1000,0.1038,0.4,673.9693
17,4,2,1000,0.1038,0.5,621.7458
17,4,2,1000,0.1038,0.6,576.289
17,4,2,1000,0.1038,0.7,536.2781
17,4,2,1000,0.1038,0.8,500.7187
17,4,2,1000,0.1038,0.9,468.8468
17,4,2,1000,0.1038,1.0,440.065
17,4,2,1000,0.1038,1.1,413.8993
17,4,2,1000,0.1038,1.2,389.9681
17,4,2,1000,0.1038,1.3,367.9606
17,4,2,1000,0.1038,1.4,347.6211
17,4,2,1000,0.1038,1.5,328.737
17,4,2,1000,0.1038,1.6,311.1302
17,4,2,1000,0.1038,1.7,294.65
17,4,2,1000,0.1038,1.8,279.1681
17,4,2,1000,0.1038,1.9,264.5747
17,4,2,1000,0.1038,2.0,250.7747
17,4,2,1000,0.1038,2.1,237.6859
17,4,2,1000,0.1038,2.2,225.2364
17,4,2,1000,0.1038,2.3,213.3633
17,4,2,1000,0.1038,2.4,202.0109
17,4,2,1000,0.1038,2.5,191.1301
17,4,2,1000,0.1038,2.6,180.677
17,4,2,1000,0.1038,2.7,170.6126
17,4,2,1000,0.1038,2.8,160.9017
17,4,2,1000,0.1038,2.9,151.5128
17,4,2,1000,0.1038,3.0,142.4172
17,4,2,1000,0.1038,3.1,133.5889
17,4,2,1000,0.1038,3.2,125.0043
17,4,2,1000,0.1038,3.3,116.6417
17,4,2,1000,0.1038,3.4,108.4812
17,4,2,1000,0.1038,3.5,100.5043
17,4,2,1000,0.1038,3.6,92.6942
17,4,2,1000,0.1038,3.7,85.035
17,4,2,1000,0.1038,3.8,77.5119
17,4,2,1000,0.1038,3.9,70.1111
17,4,2,1000,0.1038,4.0,62.8195
17,4,2,1000,0.1038,4.1,55.6249
17,4,2,1000,0.1038,4.2,48.5155
17,4,2,1000,0.1038,4.3,41.4801
17,4,2,1000,0.1038,4.4,34.5081
17,4,2,1000,0.1038,4.5,27.589
17,4,2,1000,0.1038,4.6,20.7129
17,4,2,1000,0.1038,4.7,13.87
17,4,2,1000,0.1038,4.8,7.0507
17,4,2,1000,0.1038,4.9,0.2458
17,4,2,1000,0.1038,5.0,-6.5542
18,4,3,2000,0.8665,0,2000
18,4,3,2000,0.8665,0.1,1793.2
18,4,3,2000,0.8665,0.2,1625.6217
18,4,3,2000,0.8665,0.3,1486.6894
18,4,3,2000,0.8665,0.4,1369.3771
18,4,3,2000,0.8665,0.5,1268.8174
18,4,3,2000,0.8665,0.6,1181.5226
18,4,3,2000,0.8665,0.7,1104.9228
18,4,3,2000,0.8665,0.8,1037.0801
18,4,3,2000,0.8665,0.9,976.5033
18,4,3,2000,0.8665,1.0,922.0254
18,4,3,2000,0.8665,1.1,872.7188
18,4,3,2000,0.8665,1.2,827.8369
18,4,3,2000,0.8665,1.3,786.7712
18,4,3,2000,0.8665,1.4,749.0208
18,4,3,2000,0.8665,1.5,714.1692
18,4,3,2000,0.8665,1.6,681.8673
18,4,3,2000,0.8665,1.7,651.8201
18,4,3,2000,0.8665,1.8,623.7767
18,4,3,2000,0.8665,1.9,597.5218
18,4,3,2000,0.8665,2.0,572.8702
18,4,3,2000,0.8665,2.1,549.6612
18,4,3,2000,0.8665,2.2,527.7548
18,4,3,2000,0.8665,2.3,507.0285
18,4,3,2000,0.8665,2.4,487.3746
18,4,3,2000,0.8665,2.5,468.6979
18,4,3,2000,0.8665,2.6,450.9141
18,4,3,2000,0.8665,2.7,433.9479
18,4,3,2000,0.8665,2.8,417.7323
18,4,3,2000,0.8665,2.9,402.2073
18,4,3,2000,0.8665,3.0,387.3188
18,4,3,2000,0.8665,3.1,373.018
18,4,3,2000,0.8665,3.2,359.2609
18,4,3,2000,0.8665,3.3,346.0075
18,4,3,2000,0.8665,3.4,333.2214
18,4,3,2000,0.8665,3.5,320.8696
18,4,3,2000,0.8665,3.6,308.9217
18,4,3,2000,0.8665,3.7,297.3501
18,4,3,2000,0.8665,3.8,286.1292
18,4,3,2000,0.8665,3.9,275.2357
18,4,3,2000,0.8665,4.0,264.648
18,4,3,2000,0.8665,4.1,254.3461
18,4,3,2000,0.8665,4.2,244.3115
18,4,3,2000,0.8665,4.3,234.5271
18,4,3,2000,0.8665,4.4,224.9769
18,4,3,2000,0.8665,4.5,215.6462
18,4,3,2000,0.8665,4.6,206.521
18,4,3,2000,0.8665,4.7,197.5885
18,4,3,2000,0.8665,4.8,188.8364
18,4,3,2000,0.8665,4.9,180.2535
18,4,3,2000,0.8665,5.0,171.8289
18,4,3,2000,0.8665,5.1,163.5526
18,4,3,2000,0.8665,5.2,155.4152
18,4,3,2000,0.8665,5.3,147.4075
18,4,3,2000,0.8665,5.4,139.521
18,4,3,2000,0.8665,5.5,131.7477
18,4,3,2000,0.8665,5.6,124.0798
18,4,3,2000,0.8665,5.7,116.5101
18,4,3,2000,0.8665,5.8,109.0313
18,4,3,2000,0.8665,5.9,101.6369
18,4,3,2000,0.8665,6.0,94.3204
18,4,3,2000,0.8665,6.1,87.0756
18,4,3,2000,0.8665,6.2,79.8965
18,4,3,2000,0.8665,6.3,72.7773
18,4,3,2000,0.8665,6.4,65.7125
18,4,3,2000,0.8665,6.5,58.6966
18,4,3,2000,0.8665,6.6,51.7243
18,4,3,2000,0.8665,6.7,44.7906
18,4,3,2000,0.8665,6.8,37.8903
18,4,3,2000,0.8665,6.9,31.0185
18,4,3,2000,0.8665,7.0,24.1704
18,4,3,2000,0.8665,7.1,17.3411
18,4,3,2000,0.8665,7.2,10.5261
18,4,3,2000,0.8665,7.3,3.7206
18,4,3,2000,0.8665,7.4,-3.0801
19,4,4,1000,0.2185,0,1000
19,4,4,1000,0.2185,0.1,893.2
19,4,4,1000,0.2185,0.2,806.6194
19,4,4,1000,0.2185,0.3,734.7559
19,4,4,1000,0.2185,0.4,673.9693
19,4,4,1000,0.2185,0.5,621.7458
19,4,4,1000,0.2185,0.6,576.289
19,4,4,1000,0.2185,0.7,536.2781
19,4,4,1000,0.2185,0.8,500.7187
19,4,4,1000,0.2185,0.9,468.8468
19,4,4,1000,0.2185,1.0,440.065
19,4,4,1000,0.2185,1.1,413.8993
19,4,4,1000,0.2185,1.2,389.9681
19,4,4,1000,0.2185,1.3,367.9606
19,4,4,1000,0.2185,1.4,347.6211
19,4,4,1000,0.2185,1.5,328.737
19,4,4,1000,0.2185,1.6,311.1302
19,4,4,1000,0.2185,1.7,294.65
19,4,4,1000,0.2185,1.8,279.1681
19,4,4,1000,0.2185,1.9,264.5747
19,4,4,1000,0.2185,2.0,250.7747
19,4,4,1000,0.2185,2.1,237.6859
19,4,4,1000,0.2185,2.2,225.2364
19,4,4,1000,0.2185,2.3,213.3633
19,4,4,1000,0.2185,2.4,202.0109
19,4,4,1000,0.2185,2.5,191.1301
19,4,4,1000,0.2185,2.6,180.677
19,4,4,1000,0.2185,2.7,170.6126
19,4,4,1000,0.2185,2.8,160.9017
19,4,4,1000,0.2185,2.9,151.5128
19,4,4,1000,0.2185,3.0,142.4172
19,4,4,1000,0.2185,3.1,133.5889
19,4,4,1000,0.2185,3.2,125.0043
19,4,4,1000,0.2185,3.3,116.6417
19,4,4,1000,0.2185,3.4,108.4812
19,4,4,1000,0.2185,3.5,100.5043
19,4,4,1000,0.2185,3.6,92.6942
19,4,4,1000,0.2185,3.7,85.035
19,4,4,1000,0.2185,3.8,77.5119
19,4,4,1000,0.2185,3.9,70.1111
19,4,4,1000,0.2185,4.0,62.8195
19,4,4,1000,0.2185,4.1,55.6249
19,4,4,1000,0.2185,4.2,48.5155
19,4,4,1000,0.2185,4.3,41.4801
19,4,4,1000,0.2185,4.4,34.5081
19,4,4,1000,0.2185,4.5,27.589
19,4,4,1000,0.2185,4.6,20.7129
19,4,4,1000,0.2185,4.7,13.87
19,4,4,1000,0.2185,4.8,7.0507
19,4,4,1000,0.2185,4.9,0.2458
19,4,4,1000,0.2185,5.0,-6.5542
20,4,5,1500,0.455,0,1500
20,4,5,1500,0.455,0.1,1343.2
20,4,5,1500,0.455,0.2,1216.1209
20,4,5,1500,0.455,0.3,1110.7242
20,4,5,1500,0.455,0.4,1021.677
20,4,5,1500,0.455,0.5,945.2888
20,4,5,1500,0.455,0.6,878.9174
20,4,5,1500,0.455,0.7,820.6177
20,4,5,1500,0.455,0.8,768.9234
20,4,5,1500,0.455,0.9,722.7072
20,4,5,1500,0.455,1.0,681.0868
20,4,5,1500,0.455,1.1,643.3615
20,4,5,1500,0.455,1.2,608.9673
20,4,5,1500,0.455,1.3,577.4445
20,4,5,1500,0.455,1.4,548.4151
20,4,5,1500,0.455,1.5,521.5644
20,4,5,1500,0.455,1.6,496.6292
20,4,5,1500,0.455,1.7,473.3865
20,4,5,1500,0.455,1.8,451.6468
20,4,5,1500,0.455,1.9,431.2478
20,4,5,1500,0.455,2.0,412.0495
20,4,5,1500,0.455,2.1,393.9305
20,4,5,1500,0.455,2.2,376.7851
20,4,5,1500,0.455,2.3,360.5206
20,4,5,1500,0.455,2.4,345.0556
20,4,5,1500,0.455,2.5,330.3181
20,4,5,1500,0.455,2.6,316.2441
20,4,5,1500,0.455,2.7,302.7767
20,4,5,1500,0.455,2.8,289.8651
20,4,5,1500,0.455,2.9,277.4637
20,4,5,1500,0.455,3.0,265.5313
20,4,5,1500,0.455,3.1,254.0308
20,4,5,1500,0.455,3.2,242.9287
20,4,5,1500,0.455,3.3,232.1944
20,4,5,1500,0.455,3.4,221.8001
20,4,5,1500,0.455,3.5,211.7204
20,4,5,1500,0.455,3.6,201.9321
20,4,5,1500,0.455,3.7,192.4136
20,4,5,1500,0.455,3.8,183.1454
